Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,75.959000,77.199997,75.747498,75.959000,75.959000,0
2020-04-10,76.650002,76.680000,75.807503,76.650002,76.650002,0
2020-04-13,76.166496,76.952499,75.992500,76.166496,76.166496,0
2020-04-14,76.910004,76.962502,75.939499,76.910004,76.910004,0
2020-04-15,75.931000,76.709503,75.921303,75.931000,75.931000,0
2020-04-16,76.500099,77.510002,76.472000,77.212502,77.212502,0
2020-04-17,76.858902,77.570000,76.247002,77.570000,77.570000,0
2020-04-20,76.559998,77.315002,76.311302,76.559998,76.559998,0
2020-04-21,76.592400,77.614998,76.496300,77.209999,77.209999,0
2020-04-22,77.684998,77.684998,76.384499,76.969398,76.969398,0
2020-04-23,76.995003,76.995003,75.672501,76.400002,76.400002,0
2020-04-24,76.422501,76.800003,75.839996,76.422501,76.422501,0
2020-04-27,76.271500,76.785004,75.887497,76.271500,76.271500,0
2020-04-28,76.654999,76.654999,75.790398,76.186302,76.186302,0
2020-04-29,76.464996,76.464996,75.412003,76.464996,76.464996,0
2020-04-30,75.610001,75.750000,74.805000,75.258499,75.258499,0
2020-05-01,75.720001,76.144997,75.072998,75.720001,75.720001,0
2020-05-04,75.591003,75.805000,75.352501,75.600502,75.600502,0
2020-05-05,75.629997,76.115799,75.379997,75.849998,75.849998,0
2020-05-06,76.169998,76.169998,75.590302,76.169998,76.169998,0
2020-05-07,76.550003,76.550003,75.709503,76.151299,76.151299,0
2020-05-08,76.080002,76.080002,75.260002,76.080002,76.080002,0
2020-05-11,75.525002,76.260002,75.039497,75.525002,75.525002,0
2020-05-12,75.927597,76.309998,75.041298,76.309998,76.309998,0
2020-05-13,75.368500,75.680000,75.043999,75.680000,75.680000,0
2020-05-14,75.427200,75.730003,75.341003,75.426201,75.426201,0
2020-05-15,75.485001,76.185501,75.319298,75.485001,75.485001,0
2020-05-18,75.820000,76.092003,75.612396,75.820000,75.820000,0
2020-05-19,75.599998,76.040001,75.527496,75.600098,75.600098,0
2020-05-20,75.699997,76.000000,75.462997,76.000000,76.000000,0
2020-05-21,75.779999,75.919998,75.416000,75.779999,75.779999,0
2020-05-22,75.625000,76.209503,75.610001,75.625000,75.625000,0
2020-05-25,75.985001,76.129501,75.757500,75.985001,75.985001,0
2020-05-26,75.873596,76.110001,75.404999,76.110001,76.110001,0
2020-05-27,75.489502,76.000000,75.381302,75.820000,75.820000,0
2020-05-28,75.885696,76.129997,75.634499,76.129997,76.129997,0
2020-05-29,75.959999,75.959999,75.426300,75.959999,75.959999,0
2020-06-01,75.513199,75.769997,75.235497,75.513199,75.513199,0
2020-06-02,75.730003,75.730003,74.982803,75.730003,75.730003,0
2020-06-03,75.275002,75.684998,74.914398,75.065804,75.065804,0
2020-06-04,75.327698,75.635002,75.281898,75.544998,75.544998,0
2020-06-05,75.483200,75.792503,75.309402,75.490898,75.490898,0
2020-06-08,75.517700,75.739998,75.388802,75.517700,75.517700,0
2020-06-09,75.399803,75.691002,75.391899,75.625000,75.625000,0
2020-06-10,75.509697,75.779900,75.376900,75.509804,75.509804,0
2020-06-11,75.875000,76.196999,75.500000,75.875000,75.875000,0
2020-06-12,76.389999,76.389999,75.767502,76.389999,76.389999,0
2020-06-15,75.956902,76.220001,75.894997,75.956802,75.956802,0
2020-06-16,76.097504,76.283798,75.745003,75.977997,75.977997,0
2020-06-17,76.403702,76.654999,76.094498,76.654999,76.654999,0
2020-06-18,76.289803,76.550003,76.001503,76.550003,76.550003,0
2020-06-19,76.483101,76.635002,76.105499,76.400398,76.400398,0
2020-06-22,76.257301,76.453499,75.738503,76.252098,76.252098,0
2020-06-23,76.000000,76.119797,75.472000,75.789803,75.789803,0
2020-06-24,75.839996,75.839996,75.466003,75.607803,75.607803,0
2020-06-25,75.970001,75.970001,75.519798,75.970001,75.970001,0
2020-06-26,75.542000,75.745003,75.430496,75.539803,75.539803,0
2020-06-29,75.619797,75.641800,75.431900,75.619797,75.619797,0
2020-06-30,75.518799,75.699997,75.388496,75.699997,75.699997,0
2020-07-01,75.556999,75.750000,75.474998,75.750000,75.750000,0
2020-07-02,75.677498,75.677498,74.607498,75.454903,75.454903,0
2020-07-03,74.875000,74.989998,74.544502,74.721001,74.721001,0
2020-07-06,74.679298,74.807999,74.430298,74.679298,74.679298,0
2020-07-07,74.607498,74.962997,74.540298,74.607597,74.607597,0
2020-07-08,75.125000,75.125000,74.812500,75.125000,75.125000,0
2020-07-09,74.920998,75.156700,74.847801,74.939903,74.939903,0
2020-07-10,75.339996,75.355003,75.056702,75.339996,75.339996,0
2020-07-13,75.194298,75.434998,75.070503,75.158501,75.158501,0
2020-07-14,75.449997,75.510498,75.211800,75.449997,75.449997,0
2020-07-15,75.574997,75.574997,75.043297,75.574997,75.574997,0
2020-07-16,75.124901,75.349998,75.085999,75.124901,75.124901,0
2020-07-17,75.419998,75.419998,74.916000,75.174500,75.174500,0
2020-07-20,74.897400,75.150002,74.747002,74.897301,74.897301,0
2020-07-21,74.989998,74.994003,74.507401,74.989998,74.989998,0
2020-07-22,74.769997,74.833099,74.464600,74.769997,74.769997,0
2020-07-23,74.820000,74.925598,74.572304,74.820000,74.820000,0
2020-07-24,75.044998,75.099998,74.684700,74.807297,74.807297,0
2020-07-27,74.725601,74.983498,74.513496,74.759804,74.759804,0
2020-07-28,75.000000,75.000000,74.648499,75.000000,75.000000,0
2020-07-29,75.089996,75.089996,74.683998,75.089996,75.089996,0
2020-07-30,74.831200,75.019997,74.750504,74.831200,74.831200,0
2020-07-31,74.783798,74.989998,74.613503,74.989998,74.989998,0
2020-08-03,74.917900,75.298401,74.835999,74.917801,74.917801,0
2020-08-04,75.330002,75.364998,74.973000,75.330002,75.330002,0
2020-08-05,75.250000,75.250000,74.771301,75.250000,75.250000,0
2020-08-06,75.099998,75.099998,74.768997,74.882202,74.882202,0
2020-08-07,74.899803,75.109200,74.875999,74.899803,74.899803,0
2020-08-10,75.026901,75.246002,74.856003,75.024803,75.024803,0
2020-08-11,75.099998,75.099998,74.515999,75.099998,75.099998,0
2020-08-12,74.900002,74.924004,74.619797,74.900002,74.900002,0
2020-08-13,74.997498,74.997498,74.744003,74.772102,74.772102,0
2020-08-14,75.029999,75.029999,74.728500,75.029999,75.029999,0
2020-08-17,74.902802,75.080002,74.662399,74.902802,74.902802,0
2020-08-18,75.000000,75.000000,74.570297,75.000000,75.000000,0
2020-08-19,74.794998,75.057503,74.575302,74.794998,74.794998,0
2020-08-20,75.180000,75.199997,74.847198,74.966797,74.966797,0
2020-08-21,75.190002,75.190002,74.822998,74.999901,74.999901,0
2020-08-24,74.921799,74.921799,73.925301,74.921799,74.921799,0
2020-08-25,74.400002,74.639297,74.046997,74.400002,74.400002,0
2020-08-26,74.452499,74.452499,74.185997,74.452499,74.452499,0
2020-08-27,74.459999,74.459999,73.763901,74.240097,74.240097,0
2020-08-28,73.970001,73.970001,73.095802,73.774498,73.774498,0
2020-08-31,73.128403,73.885002,73.034500,73.128304,73.128304,0
2020-09-01,73.669998,73.669998,72.718498,73.669998,73.669998,0
2020-09-02,73.269997,73.370003,72.889297,73.269997,73.269997,0
2020-09-03,73.459999,73.711304,72.893501,73.248497,73.248497,0
2020-09-04,73.667503,73.669998,73.010803,73.447899,73.447899,0
2020-09-07,73.290298,73.506798,73.018997,73.290298,73.290298,0
2020-09-08,73.650002,73.957802,73.392998,73.650002,73.650002,0
2020-09-09,73.786797,74.050003,73.082497,73.786797,73.786797,0
2020-09-10,73.550003,73.550003,73.012001,73.550003,73.550003,0
2020-09-11,73.750000,73.750000,73.363998,73.527298,73.527298,0
2020-09-14,73.478699,73.702400,73.244003,73.478600,73.478600,0
2020-09-15,73.384003,73.723000,73.288498,73.614998,73.614998,0
2020-09-16,73.610100,73.800003,73.463799,73.800003,73.800003,0
2020-09-17,73.764999,73.788101,73.398003,73.550697,73.550697,0
2020-09-18,73.779999,73.779999,73.172997,73.583603,73.583603,0
2020-09-21,73.534798,73.649597,73.278000,73.534798,73.534798,0
2020-09-22,73.579803,73.650002,73.388000,73.579803,73.579803,0
2020-09-23,73.502899,73.800003,73.438004,73.502998,73.502998,0
2020-09-24,74.010002,74.222000,73.563004,73.778397,73.778397,0
2020-09-25,73.910004,73.910004,73.561501,73.682404,73.682404,0
2020-09-28,73.699402,73.870003,73.519302,73.699303,73.699303,0
2020-09-29,73.764801,73.974998,73.603996,73.974998,73.974998,0
2020-09-30,73.654999,73.856499,73.524399,73.845001,73.845001,0
2020-10-01,73.705002,73.705002,73.027000,73.705002,73.705002,0
2020-10-02,73.419998,73.532997,73.139999,73.217003,73.217003,0
2020-10-05,73.322502,73.398003,73.047096,73.322403,73.322403,0
2020-10-06,73.115799,73.488998,73.043999,73.108299,73.108299,0
2020-10-07,73.815002,73.815002,73.080002,73.815002,73.815002,0
2020-10-08,73.542503,73.546501,73.194000,73.542503,73.542503,0
2020-10-09,73.280502,73.497299,72.976997,73.280502,73.280502,0
2020-10-12,73.014900,73.413200,72.933998,73.014801,73.014801,0
2020-10-13,73.350800,73.504997,73.245598,73.350800,73.350800,0
2020-10-14,73.418297,73.620003,73.205200,73.620003,73.620003,0
2020-10-15,73.492500,73.518700,73.202003,73.296204,73.296204,0
2020-10-16,73.570000,73.570000,73.272697,73.371002,73.371002,0
2020-10-19,73.443802,73.595001,73.283997,73.443802,73.443802,0
2020-10-20,73.393700,73.574997,73.294998,73.574997,73.574997,0
2020-10-21,73.479698,73.784203,73.359001,73.647499,73.647499,0
2020-10-22,73.724998,73.884003,73.472801,73.681297,73.681297,0
2020-10-23,73.720001,73.885300,73.473000,73.720001,73.720001,0
2020-10-26,73.834000,74.114304,73.690002,73.822899,73.822899,0
2020-10-27,74.137497,74.137497,73.613998,73.948502,73.948502,0
2020-10-28,73.814903,74.251999,73.642998,73.805000,73.805000,0
2020-10-29,74.440002,74.524696,73.932999,74.440002,74.440002,0
2020-10-30,74.264000,74.702003,74.031998,74.264000,74.264000,0
2020-11-02,74.707298,74.707603,74.274002,74.550499,74.550499,0
2020-11-03,74.456802,74.684799,74.245003,74.456802,74.456802,0
2020-11-04,74.849998,75.000999,74.278801,74.655602,74.655602,0
2020-11-05,74.190498,74.407303,73.845802,74.379997,74.379997,0
2020-11-06,74.120003,74.278503,73.863998,74.120003,74.120003,0
2020-11-09,73.975800,74.167999,73.643097,73.979797,73.979797,0
2020-11-10,74.139999,74.465797,73.877998,73.953201,73.953201,0
2020-11-11,74.472504,74.537903,74.108002,74.281601,74.281601,0
2020-11-12,74.624802,74.759003,74.365997,74.570000,74.570000,0
2020-11-13,74.671700,74.887299,74.466103,74.864998,74.864998,0
2020-11-16,74.589798,74.589798,74.379303,74.487701,74.487701,0
2020-11-17,74.550003,74.608902,74.326797,74.418098,74.418098,0
2020-11-18,74.480103,74.704803,74.035202,74.479698,74.479698,0
2020-11-19,74.419998,74.442299,74.119797,74.419998,74.419998,0
2020-11-20,74.099602,74.339203,74.072998,74.099602,74.099602,0
2020-11-23,74.119797,74.406303,74.002998,74.162399,74.162399,0
2020-11-24,74.244499,74.249001,73.884399,74.244904,74.244904,0
2020-11-25,73.960800,74.169998,73.748802,73.960800,73.960800,0
2020-11-26,73.779900,74.070503,73.738899,73.779900,73.779900,0
2020-11-27,74.048798,74.268501,73.746201,74.048798,74.048798,0
2020-11-30,73.935303,74.198502,73.879097,73.940903,73.940903,0
2020-12-01,74.025200,74.172897,73.464996,74.025200,74.025200,0
2020-12-02,73.669800,73.813797,73.398003,73.654999,73.654999,0
2020-12-03,73.662598,73.953201,73.630402,73.662598,73.662598,0
2020-12-04,73.939003,74.087303,73.659698,73.864899,73.864899,0
2020-12-07,73.790298,73.947998,73.631798,73.790298,73.790298,0
2020-12-08,73.809898,74.037300,73.542000,74.019997,74.019997,0
2020-12-09,73.832298,73.939796,73.530998,73.726402,73.726402,0
2020-12-10,73.817299,73.934998,73.624001,73.934998,73.934998,0
2020-12-11,73.726700,73.922501,73.536499,73.726700,73.726700,0
2020-12-14,73.737999,73.780998,73.470001,73.737999,73.737999,0
2020-12-15,73.860001,73.900299,73.502197,73.860001,73.860001,0
2020-12-16,73.759804,73.795998,73.458603,73.759804,73.759804,0
2020-12-17,73.824799,73.824799,73.384697,73.616600,73.616600,0
2020-12-18,73.604797,73.754799,73.471001,73.529800,73.529800,0
2020-12-21,73.603600,74.092003,73.512802,73.603600,73.603600,0
2020-12-22,73.935303,74.202301,73.786697,73.935303,73.935303,0
2020-12-23,74.005501,74.269997,73.646400,74.269997,74.269997,0
2020-12-24,73.839798,74.099998,73.450798,73.839798,73.839798,0
2020-12-25,73.557800,73.800003,73.550003,73.557800,73.557800,0
2020-12-28,73.689003,73.734802,73.456200,73.689003,73.689003,0
2020-12-29,73.544899,73.767303,73.287201,73.544899,73.544899,0
2020-12-30,73.654999,73.664803,73.101601,73.453598,73.453598,0
2020-12-31,73.134003,73.349998,72.946602,73.134003,73.134003,0
2021-01-01,73.089203,73.319801,73.025002,73.089203,73.089203,0
2021-01-04,73.092003,73.200996,72.798500,73.092003,73.092003,0
2021-01-05,73.091499,73.329803,72.963501,73.320000,73.320000,0
2021-01-06,73.167999,73.360001,73.040001,73.374802,73.374802,0
2021-01-07,73.374802,73.467003,73.063004,73.360001,73.360001,0
2021-01-08,73.730003,73.739799,73.196198,73.445999,73.445999,0
2021-01-11,73.373398,73.584198,73.340302,73.373398,73.373398,0
2021-01-12,73.778999,73.778999,73.202003,73.513496,73.513496,0
2021-01-13,73.414001,73.414001,73.062798,73.165001,73.165001,0
2021-01-14,73.169998,73.353996,72.939003,73.169899,73.169899,0
2021-01-15,73.089996,73.378098,73.002502,73.087601,73.087601,0
2021-01-18,73.158997,73.419998,73.123001,73.158997,73.158997,0
2021-01-19,73.189201,73.307999,73.098999,73.188698,73.188698,0
2021-01-20,73.192001,73.192299,72.899300,73.191902,73.191902,0
2021-01-21,72.907898,73.045303,72.883003,72.910896,72.910896,0
2021-01-22,72.954903,73.237503,72.929001,72.954903,72.954903,0
2021-01-25,72.995903,73.220001,72.877998,72.995903,72.995903,0
2021-01-26,72.970001,73.222000,72.774498,72.970001,72.970001,0
